# #Freq (GHz),NT,U_NT,ENR,U_ENR
1.000000000000000000e+00,1.022529000000000087e+04,9.292000000000000171e+01,1.533999999999999986e+01
1.000000000000000000e+00,1.019225000000000000e+04,9.257999999999999829e+01,1.533000000000000007e+01
1.000000000000000000e+00,1.023022999999999956e+04,9.300000000000000000e+01,1.533999999999999986e+01
1.000000000000000000e+00,1.022110000000000036e+04,9.270999999999999375e+01,1.533999999999999986e+01
1.000000000000000000e+00,1.023028000000000065e+04,9.343999999999999773e+01,1.533999999999999986e+01
1.000000000000000000e+00,1.023388999999999942e+04,9.301999999999999602e+01,1.534999999999999964e+01
1.100000000000000089e+00,1.017730999999999949e+04,9.412999999999999545e+01,1.532000000000000028e+01
1.100000000000000089e+00,1.016935000000000036e+04,9.476000000000000512e+01,1.532000000000000028e+01
1.100000000000000089e+00,1.016787999999999920e+04,9.396999999999999886e+01,1.532000000000000028e+01
1.199999999999999956e+00,1.011873999999999978e+04,9.565000000000000568e+01,1.528999999999999915e+01
1.199999999999999956e+00,1.011054999999999927e+04,9.512000000000000455e+01,1.528999999999999915e+01
1.199999999999999956e+00,1.011737000000000080e+04,9.537000000000000455e+01,1.528999999999999915e+01
1.199999999999999956e+00,1.012105999999999949e+04,9.578000000000000114e+01,1.528999999999999915e+01
1.300000000000000044e+00,1.007872999999999956e+04,9.137000000000000455e+01,1.527999999999999936e+01
1.300000000000000044e+00,1.004253000000000065e+04,9.150000000000000000e+01,1.525999999999999979e+01
1.300000000000000044e+00,1.003493000000000029e+04,9.128000000000000114e+01,1.525999999999999979e+01
1.399999999999999911e+00,1.005355999999999949e+04,9.381999999999999318e+01,1.525999999999999979e+01
1.399999999999999911e+00,1.005046999999999935e+04,9.465999999999999659e+01,1.525999999999999979e+01
1.399999999999999911e+00,1.001830999999999949e+04,9.306999999999999318e+01,1.525000000000000000e+01
1.399999999999999911e+00,1.001380999999999949e+04,9.296999999999999886e+01,1.525000000000000000e+01
1.500000000000000000e+00,1.000720000000000073e+04,9.171999999999999886e+01,1.524000000000000021e+01
1.500000000000000000e+00,1.004484000000000015e+04,9.281999999999999318e+01,1.525999999999999979e+01
1.500000000000000000e+00,1.003425000000000000e+04,9.217000000000000171e+01,1.525999999999999979e+01
1.500000000000000000e+00,1.002629999999999927e+04,9.184999999999999432e+01,1.525000000000000000e+01
1.500000000000000000e+00,1.003590999999999985e+04,9.214000000000000057e+01,1.525999999999999979e+01
1.500000000000000000e+00,1.003005999999999949e+04,9.181999999999999318e+01,1.525000000000000000e+01
1.600000000000000089e+00,1.000368000000000029e+04,9.460999999999999943e+01,1.524000000000000021e+01
1.600000000000000089e+00,1.000230999999999949e+04,9.468999999999999773e+01,1.524000000000000021e+01
1.600000000000000089e+00,1.002420000000000073e+04,9.890000000000000568e+01,1.525000000000000000e+01
1.600000000000000089e+00,1.000945000000000073e+04,9.482999999999999829e+01,1.524000000000000021e+01
1.699999999999999956e+00,9.998649999999999636e+03,1.015499999999999972e+02,1.524000000000000021e+01
1.699999999999999956e+00,1.000159000000000015e+04,1.014300000000000068e+02,1.524000000000000021e+01
1.699999999999999956e+00,1.000369000000000051e+04,1.012600000000000051e+02,1.524000000000000021e+01
1.800000000000000044e+00,9.948290000000000873e+03,9.170999999999999375e+01,1.522000000000000064e+01
1.800000000000000044e+00,9.939260000000000218e+03,9.154999999999999716e+01,1.521000000000000085e+01
1.899999999999999911e+00,9.882190000000000509e+03,9.056999999999999318e+01,1.518999999999999950e+01
2.000000000000000000e+00,9.850639999999999418e+03,9.060999999999999943e+01,1.516999999999999993e+01
2.000000000000000000e+00,9.864260000000000218e+03,9.146999999999999886e+01,1.517999999999999972e+01
2.000000000000000000e+00,9.849350000000000364e+03,9.118000000000000682e+01,1.516999999999999993e+01
2.000000000000000000e+00,9.816569999999999709e+03,9.043999999999999773e+01,1.516000000000000014e+01
