Frequency (GHz),xn1_sq,xn2_sq,xn1_xn2_conj
1.254,3.998777025159338e-21,-5.345331708802459e-18,(7.871046904911495e-21-2.5520908316894492e-20j)
1.255,3.9992062413419705e-21,-5.342069494070042e-18,(-1.5915277805550517e-20-3.396940547003042e-20j)
1.256,3.999695785099736e-21,-5.34536846271843e-18,(-2.2520846282361865e-20-3.4312458449731034e-20j)
1.257,4.000134433460017e-21,-5.3441797456693916e-18,(-1.0509989756377698e-20-3.128066420387559e-20j)
1.258,4.000445984393918e-21,-5.3448399031204036e-18,(-1.0862797207854153e-20-4.442459355868432e-20j)
1.259,4.0008179270157604e-21,-5.3381611139905714e-18,(-1.9928307164655647e-21-2.3791333856168725e-20j)
1.26,4.001335585727047e-21,-5.345787027081645e-18,(-2.0318072801082552e-20-2.1189057296633712e-20j)
1.261,4.002212667137064e-21,-5.334684534531875e-18,(-1.7283829645241054e-20-3.430461181945321e-20j)
1.262,4.002602135218868e-21,-5.3381159218062335e-18,(-1.1697565083497044e-20-3.633204823180263e-20j)
1.263,4.003216548638328e-21,-5.333254784016649e-18,(-1.2387673899946199e-20-3.130213048990827e-20j)
1.264,4.003601536582435e-21,-5.334595987895837e-18,(-1.6272864283232487e-20-3.712227819144323e-20j)
1.265,4.004153660332449e-21,-5.327469865263201e-18,(-8.823481964664659e-21-2.91956221473503e-20j)
1.266,4.004555997166478e-21,-5.3281183102022876e-18,(-1.6242573618035216e-20-3.812905750030668e-20j)
1.267,4.004758350109185e-21,-5.330259384172353e-18,(-1.7177997473251175e-20-2.9521892445213345e-20j)
1.268,4.005706691946798e-21,-5.32364623058112e-18,(-1.3441138959839195e-20-3.0035359655571204e-20j)
1.269,4.00627922657552e-21,-5.3304581058068964e-18,(-1.5812610474196682e-20-2.3689741163402483e-20j)
1.27,4.006987339195723e-21,-5.321136492090279e-18,(-1.1668328353984437e-20-2.263470486552533e-20j)
1.271,4.007603239001005e-21,-5.324080646497997e-18,(-1.8657263843434933e-20-3.065096948564348e-20j)
1.272,4.007868435202788e-21,-5.3213595582359e-18,(-1.6462573406074672e-20-2.459864116535849e-20j)
1.273,4.0083454231486195e-21,-5.321086164754677e-18,(-9.328094781481257e-21-3.081178812976133e-20j)
1.274,4.008925741859088e-21,-5.320299263610152e-18,(-2.716791213025012e-20-2.348437119504811e-20j)
1.275,4.009804439876654e-21,-5.317786101855009e-18,(-1.382244535521764e-20-3.946243676190757e-20j)
1.276,4.010345855638758e-21,-5.318968572598853e-18,(-1.1171440902442759e-20-3.4291721616740974e-20j)
1.277,4.010884469506367e-21,-5.3094746677529735e-18,(-1.42132354468273e-20-3.659821178002388e-20j)
1.278,4.0115462940845266e-21,-5.315198326047918e-18,(-8.65868955352914e-21-2.864210939920588e-20j)
1.279,4.011969377180976e-21,-5.320038514137331e-18,(-1.956115719588062e-20-3.6412006485092585e-20j)
1.28,4.0126790077221926e-21,-5.31194404225455e-18,(-1.0097448705880947e-20-2.845331216338081e-20j)
1.281,4.013143565276156e-21,-5.311736269026531e-18,(-1.648469275992317e-20-2.339813414333893e-20j)
1.282,4.013571821942022e-21,-5.308349827187726e-18,(-1.4548816701749234e-20-2.6734124048648173e-20j)
1.283,4.014329804303478e-21,-5.3005411969284766e-18,(5.3710377778900355e-22-2.837032148152006e-20j)
1.284,4.014786836824513e-21,-5.306201467199674e-18,(-1.0441109401117363e-20-3.883359402913276e-20j)
1.285,4.015124268894974e-21,-5.304577426635974e-18,(-2.2995226213210014e-20-2.2969780088199703e-20j)
1.286,4.015951444961242e-21,-5.3023261537694965e-18,(1.9614047418921848e-21-2.7147401413674166e-20j)
1.287,4.016541723696818e-21,-5.30162997343036e-18,(1.7295878330894695e-20-9.793013879330825e-21j)
1.288,4.016906638266622e-21,-5.301812249841838e-18,(-7.853594701799121e-21+4.1796062486087985e-21j)
1.289,4.017735829371334e-21,-5.293264491206217e-18,(-1.2442389537114163e-20-1.9245404271438536e-20j)
1.29,4.018249425908801e-21,-5.293793996758828e-18,(-1.3394903149054373e-20-2.787974424042075e-20j)
1.291,4.018630592895801e-21,-5.2964755407721425e-18,(-2.2277545371181892e-20-2.7830021076018856e-20j)
1.292,4.019380564158332e-21,-5.291733373295763e-18,(-1.2401047937347992e-20-3.201178458019827e-20j)
1.293,4.019671614954284e-21,-5.289246690030652e-18,(-2.5794907165635597e-21-3.9938721437067036e-20j)
1.294,4.020406693979897e-21,-5.289841637498045e-18,(-2.0087590586016575e-20-3.250162239194912e-20j)
1.295,4.021033384710224e-21,-5.289903136954658e-18,(-1.7695066287836237e-20-2.9296209420059664e-20j)
1.296,4.0214399000908486e-21,-5.286949345070594e-18,(-2.8655901373787175e-20+5.248056663172759e-21j)
1.297,4.021872336101116e-21,-5.286975969559227e-18,(-8.938757299374211e-21-4.7659983199449544e-21j)
1.298,4.0223887428244665e-21,-5.284640589301172e-18,(6.26224812717227e-21-1.0444022723755752e-20j)
1.299,4.0231559419395835e-21,-5.2858581437781385e-18,(3.1925304388550357e-21-1.6988360457474817e-20j)
1.3,4.023593534347844e-21,-5.2791012232080885e-18,(4.490476096899294e-22-3.273566405981786e-20j)
1.301,4.024038688561324e-21,-5.281300937725821e-18,(-1.1835635394613646e-20-3.163564436405954e-20j)
1.302,4.024651477836484e-21,-5.281948100981015e-18,(-4.8008922163826654e-21-3.0606506001657983e-20j)
1.303,4.024775685888008e-21,-5.275409334097997e-18,(-1.4249197937588986e-21-3.3579137459021845e-20j)
1.304,4.0254754172596714e-21,-5.277983392364292e-18,(-1.246609737433975e-20-2.621591949744037e-20j)
1.305,4.025930990422611e-21,-5.274179705107112e-18,(-1.567386796785031e-20-2.1845742015280798e-20j)
1.306,4.026576164787158e-21,-5.2648825260987555e-18,(-1.3124152664604838e-20-2.666210737639741e-20j)
1.307,4.026974152334789e-21,-5.272979435391522e-18,(-7.952784697873789e-21-3.3877972804120853e-20j)
1.308,4.027460240249379e-21,-5.273586685923879e-18,(-9.988349117771157e-21-2.6961174461803635e-20j)
1.309,4.0278079065115565e-21,-5.271857491608938e-18,(-1.0151737680651263e-20-2.4979742487628296e-20j)
1.31,4.028381555579154e-21,-5.270371398218692e-18,(-1.9388695180712836e-20-2.0698348107121528e-20j)
1.311,4.028747022678857e-21,-5.2624129698269336e-18,(4.875492820904528e-21-2.044214063400264e-20j)
1.312,4.0290770390606304e-21,-5.265782734903574e-18,(1.1859837593463228e-20-4.762386454084676e-21j)
1.313,4.029430992048654e-21,-5.2620633211221944e-18,(1.24858243143876e-23+3.607258632086822e-21j)
1.314,4.029649007290267e-21,-5.268467359969604e-18,(-1.3697760847438692e-20-8.311121806597599e-21j)
1.315,4.0301234504602155e-21,-5.257662716933079e-18,(-1.0564523674836914e-20-4.394848850423416e-20j)
1.316,4.030519619511179e-21,-5.259941885999693e-18,(-2.1350436523169507e-20-3.9835081159623934e-20j)
1.317,4.03101095350663e-21,-5.259547791141737e-18,(-1.0675758609935536e-20-3.9647184026457577e-20j)
1.318,4.0311920914917334e-21,-5.260016597008232e-18,(-9.719948798302508e-21-2.0023513392749808e-20j)
1.319,4.031673580253949e-21,-5.2551784997722365e-18,(-2.2669168815614367e-20-2.793828783297542e-20j)
1.32,4.0321249217968135e-21,-5.25902583147877e-18,(-4.80746863034563e-21-1.8892395015611187e-20j)
1.321,4.032407243251731e-21,-5.255357186586253e-18,(-1.8696890661236958e-20-2.742247426642538e-20j)
1.322,4.032903108236468e-21,-5.2532518004996855e-18,(-9.874505972198418e-21-3.3411916707069174e-20j)
1.323,4.033303144486622e-21,-5.2520116936122675e-18,(-1.4644207208841437e-20-2.4497758274036436e-20j)
1.324,4.03360740278752e-21,-5.2484353685657554e-18,(-1.581966668939494e-20-3.361225166564347e-20j)
1.325,4.033906654385495e-21,-5.250598925525921e-18,(-1.1672584460255874e-20-2.898955442924585e-20j)
1.326,4.034323746104718e-21,-5.250316299208935e-18,(-1.9434609151459696e-20-1.1620949231492745e-21j)
1.327,4.034761077449921e-21,-5.249157655996635e-18,(-2.9139943130817355e-21-5.66588237815112e-21j)
1.328,4.0349013656890486e-21,-5.2519828090329936e-18,(7.546716052707773e-21-1.400857085451204e-20j)
1.329,4.035321936617654e-21,-5.246616471732013e-18,(1.2475924647145836e-20-3.483168655682615e-20j)
1.33,4.035529619039634e-21,-5.246975019730911e-18,(-1.2293175890975028e-20-3.8271208339979653e-20j)
1.331,4.035867466235449e-21,-5.247594582965377e-18,(3.95586620628579e-21-1.7931165726757095e-20j)
1.332,4.036048014952014e-21,-5.246859169911009e-18,(7.315025112196272e-21-9.115425549125472e-21j)
1.333,4.036175566717326e-21,-5.240234152479677e-18,(-1.8253797456885946e-21-8.672772352845517e-21j)
1.334,4.03628948245853e-21,-5.239657333191994e-18,(-1.4346422367857756e-20-1.598000780293788e-20j)
1.335,4.036553760243272e-21,-5.238685997709726e-18,(-5.061563768359018e-21-1.6878943161713083e-20j)
1.336,4.036683995811629e-21,-5.236409819625034e-18,(-1.0616924536862826e-20-3.237218945291295e-20j)
1.337,4.036894497859221e-21,-5.2416082853066286e-18,(-4.129710247398727e-21-3.742779872693635e-20j)
1.338,4.0369782741398684e-21,-5.235342491017256e-18,(-2.2128593954824377e-20-3.166942307643364e-20j)
1.339,4.0371297590170885e-21,-5.241604405421586e-18,(-2.0326954035472227e-20-3.439294854699911e-20j)
1.34,4.0373046913408316e-21,-5.2361131699559775e-18,(-2.4055687616893285e-20-2.0515882222741162e-20j)
1.341,4.03736793129317e-21,-5.239918490729903e-18,(-2.449165277622566e-20-8.096450195074967e-21j)
1.342,4.037504761885489e-21,-5.235415050894484e-18,(7.1838578332133e-21-6.114924948299054e-21j)
1.343,4.037640307954064e-21,-5.236846923132629e-18,(1.9671857911106212e-20-1.1853263056661428e-20j)
1.344,4.037823367526128e-21,-5.237863721336346e-18,(2.416438494504092e-21-3.9998034128358944e-20j)
1.345,4.037783733193871e-21,-5.2397993612851375e-18,(-1.0456476654818458e-20-2.3629270233891668e-20j)
1.346,4.037988382978138e-21,-5.230569944714388e-18,(-1.829981342428809e-20-2.0950974033323904e-20j)
1.347,4.037910176812131e-21,-5.232239912776434e-18,(-1.5235007680926823e-20-3.8063960935883034e-20j)
1.348,4.037991301380829e-21,-5.231365047381123e-18,(-1.6511080348621306e-20-2.6863551049972417e-20j)
1.349,4.03822869893756e-21,-5.229950247357568e-18,(-5.613778871523425e-21-2.858286957131627e-20j)
1.35,4.038176385581289e-21,-5.232282485643069e-18,(-1.0196963067250221e-20-9.60289819930568e-21j)
1.351,4.038205598686982e-21,-5.233414369245281e-18,(-3.1648881173899016e-21-2.7536315571628415e-20j)
1.352,4.038158292861666e-21,-5.229716157833486e-18,(5.998131805401239e-21-2.8170258509431587e-21j)
1.353,4.0381501498725626e-21,-5.2254314552925246e-18,(9.765190184977426e-21+6.993410695603047e-21j)
1.354,4.03819445507131e-21,-5.2303598232746605e-18,(-8.49667415241407e-21-3.693193684502317e-21j)
1.355,4.038215458276944e-21,-5.227398375868299e-18,(-7.536102494915416e-21-2.1228333709053306e-20j)
1.356,4.038088908069413e-21,-5.2266168501045e-18,(-1.3355526237541891e-20-3.579981497684412e-21j)
1.357,4.038075605068332e-21,-5.22389052381437e-18,(1.6492291349053737e-21-3.6830143920358294e-21j)
1.358,4.038007914202347e-21,-5.2224302963886315e-18,(1.375544601665773e-20-1.3567017812887846e-20j)
1.359,4.037858265089546e-21,-5.2225256310795266e-18,(1.1981366291609628e-20-3.448285945715799e-20j)
1.36,4.0378281480959484e-21,-5.2248874114712664e-18,(-1.4167377372512267e-20-1.7117557539266176e-20j)
1.361,4.037656991480952e-21,-5.223716049722252e-18,(-1.7991448604060617e-20-3.854437912540997e-20j)
1.362,4.037508242985198e-21,-5.2337282302237885e-18,(-1.547250139100239e-20-3.141186930436046e-20j)
1.363,4.0374961828979145e-21,-5.2287960985431576e-18,(-1.5576393144939237e-20-2.906888030671478e-20j)
1.364,4.037129959518279e-21,-5.223069797519618e-18,(-1.5263870406557483e-20-2.7693977076947084e-20j)
1.365,4.0371067654260576e-21,-5.226338647778766e-18,(-2.0359674617882892e-22-2.5221003244889727e-20j)
1.366,4.037049119800599e-21,-5.224704858700741e-18,(-6.93499532627371e-21-3.169692915644879e-20j)
1.367,4.036837734916909e-21,-5.227164461469723e-18,(-1.6619624378530963e-20-2.649337958397716e-20j)
1.368,4.036441080897675e-21,-5.21636991042171e-18,(-1.5613608528948774e-20-2.3869009427018223e-20j)
1.369,4.036085251361511e-21,-5.225193413619478e-18,(-3.8272657852542064e-21-2.3805079104921813e-20j)
1.37,4.035858102330414e-21,-5.2244519763416506e-18,(-8.84315247556395e-21-3.15826831838421e-20j)
1.371,4.03567080520596e-21,-5.2257366983630426e-18,(1.8309084691793823e-20-2.2446387153094363e-20j)
1.372,4.0355919026840906e-21,-5.222601016648634e-18,(4.045643706874095e-21-2.074930569892388e-20j)
1.373,4.035374612261254e-21,-5.226476640931643e-18,(-2.0840885834881847e-21-5.6052951714503296e-21j)
1.374,4.035144716104405e-21,-5.228436524620013e-18,(-1.045041102589403e-20-3.3652636535983574e-21j)
1.375,4.034755184150911e-21,-5.223898238228124e-18,(-2.3885743848962167e-20-1.6588098340233268e-20j)
1.376,4.0344618314785455e-21,-5.21950971476777e-18,(-1.6166239250539792e-20-2.2297101571858428e-20j)
1.377,4.034044213238144e-21,-5.224267723398776e-18,(-2.3580633024669616e-20-2.5009316663464463e-20j)
1.378,4.033779117643909e-21,-5.225482331282298e-18,(-1.3412652653274383e-20-2.9548275494592274e-20j)
1.379,4.033457407750832e-21,-5.224962819522856e-18,(-1.1882797280361077e-20-3.3484293831127725e-20j)
1.38,4.033317663186762e-21,-5.221298078519917e-18,(-1.727155917796144e-20-2.815511163712177e-20j)
1.381,4.032692918410802e-21,-5.227448635858247e-18,(-3.3133614340297674e-21-1.001565441495326e-20j)
1.382,4.032196953362665e-21,-5.218342817035233e-18,(-1.2213888008332373e-20-1.9580606757201627e-20j)
1.383,4.0317978615415754e-21,-5.218173159204478e-18,(-1.9638874705085013e-20-2.7165824450020706e-20j)
1.384,4.031438210582984e-21,-5.20890246380523e-18,(-4.5098540592305596e-21-3.0402189986204134e-20j)
1.385,4.030785215919497e-21,-5.210562659905083e-18,(-1.6754385822520388e-20-3.1406913094079954e-20j)
1.386,4.030401137589343e-21,-5.218584886055586e-18,(-1.8281984818011456e-20-2.7441397247125777e-20j)
1.387,4.029621477513837e-21,-5.219160039225934e-18,(-2.102777166474014e-20-2.0241229084716683e-20j)
1.388,4.0289604258472934e-21,-5.2269603053632565e-18,(-1.775118934013783e-20-2.043528807849352e-20j)
1.389,4.028356850814233e-21,-5.227753237098268e-18,(-3.291657456896571e-20-2.978426281535852e-20j)
1.39,4.027874518708296e-21,-5.2304813240810035e-18,(-3.100401764692604e-20-2.78257369151036e-20j)
1.391,4.026740706548596e-21,-5.2264896423107804e-18,(-1.2552664064835614e-20-7.993860661949382e-21j)
1.392,4.026274379478014e-21,-5.2269364769221e-18,(9.95953880212612e-21-3.0711657139848166e-21j)
1.393,4.025664009521876e-21,-5.226501676006517e-18,(8.255258333315988e-21-2.5585533269657422e-20j)
1.394,4.024755160245012e-21,-5.2280247697811495e-18,(1.2490998650497027e-20-3.769209150717053e-20j)
1.395,4.0241515317067525e-21,-5.230084957449585e-18,(-1.8347093639810602e-20-2.0591409954491134e-20j)
1.396,4.023258113991911e-21,-5.22818191898844e-18,(-4.916850112756096e-21-3.563369725988102e-20j)
1.397,4.022647112764612e-21,-5.2284520871226226e-18,(2.5591665159836246e-20-1.1021159641538002e-21j)
1.398,4.021890571218526e-21,-5.228440813668973e-18,(6.264014691168952e-21-1.0443534142438964e-20j)
1.399,4.0210333888454614e-21,-5.232383928611683e-18,(1.1905336236234456e-21-1.0869620129241935e-20j)
1.4,4.0201345734162585e-21,-5.233923868216885e-18,(-1.490239004510653e-20-2.4094041207159875e-20j)
1.401,4.0193968713548556e-21,-5.227008182224282e-18,(-8.771458521555002e-21-7.841785049935892e-21j)
1.402,4.018531115406351e-21,-5.2276941126608044e-18,(1.2389141712653013e-21+7.292721081901005e-21j)
1.403,4.0171797943711235e-21,-5.2355522823180034e-18,(1.5190652361194535e-20-1.2606769099235332e-20j)
1.404,4.016968722487321e-21,-5.230346524653214e-18,(5.219272265629604e-21-2.2511672091701237e-20j)
1.405,4.016074657022198e-21,-5.235828511362478e-18,(-8.68795194790584e-21-3.477489051958826e-20j)
1.406,4.015173937479868e-21,-5.236416262893195e-18,(5.573774448595469e-21-2.7609657635386734e-20j)
1.407,4.0145859822915855e-21,-5.234794284534449e-18,(-5.355264460809242e-21-1.5834124659301793e-20j)
1.408,4.0134567462460464e-21,-5.2397658971538265e-18,(1.2877371743845755e-21-1.0609586640664157e-20j)
1.409,4.012557950214038e-21,-5.242896419814777e-18,(-3.939899226923147e-21-2.9619055446815212e-21j)
1.41,4.011755372625442e-21,-5.2406350323046425e-18,(-1.450144623194637e-20-3.1688583877649865e-20j)
1.411,4.010920700959755e-21,-5.2399350882243016e-18,(-2.815501794479588e-20-7.222473213774808e-21j)
1.412,4.009727106865422e-21,-5.239534393759496e-18,(-2.027345035765913e-21+1.6213593952444684e-21j)
1.413,4.008550890462605e-21,-5.238386674156606e-18,(6.240362216998294e-21-1.402708715828325e-20j)
1.414,4.0079233668943034e-21,-5.236601382512757e-18,(7.433287230087021e-21-3.315028487860473e-20j)
1.415,4.006682194738005e-21,-5.240592481139562e-18,(-3.015194219302278e-20-2.356114242077147e-20j)
1.416,4.005864555677238e-21,-5.242512623583493e-18,(-1.828675183283856e-20-2.6013820543122765e-20j)
1.417,4.004492119599015e-21,-5.2511865481401365e-18,(-1.796490336308075e-20-2.7146192488975174e-20j)
1.418,4.003720493084229e-21,-5.245291903575207e-18,(-2.661960269529615e-20-2.3140630339636956e-20j)
1.419,4.0027979830218685e-21,-5.24102545554472e-18,(-6.497962540115909e-21-9.377281349109653e-21j)
1.42,4.001612029579606e-21,-5.248274132437004e-18,(-1.3597181434616394e-20-2.57187467908259e-20j)
1.421,4.000581043490747e-21,-5.247944420723385e-18,(-3.650739922349788e-21-2.797623919149635e-20j)
1.422,3.999792962144882e-21,-5.2514583341236494e-18,(1.0504480831931535e-20-1.5825738234992457e-20j)
1.423,3.998374324367376e-21,-5.251745003929648e-18,(4.1630091636767724e-21+2.193454913811714e-21j)
1.424,3.997747927373842e-21,-5.2487491809275116e-18,(-9.857875747950601e-21-1.2457539991667513e-20j)
1.425,3.996510854250349e-21,-5.251201429862998e-18,(-8.303577457352061e-21-1.7194845081474355e-20j)
1.426,3.995377195308459e-21,-5.255481837490216e-18,(-1.0099677291809092e-20-1.4062583085044428e-20j)
1.427,3.994379292109024e-21,-5.251476528231969e-18,(-5.0959604826544055e-21+9.504257897485186e-21j)
1.428,3.992759411439286e-21,-5.2570149383075684e-18,(1.7021478452137698e-20-1.637136706312812e-20j)
1.429,3.991909813956511e-21,-5.2576792683002224e-18,(-5.182008462951928e-21-4.53520844412888e-20j)
1.43,3.991180009138551e-21,-5.261004609064507e-18,(-1.1214375705095707e-20-2.6247102655098585e-20j)
1.431,3.9899853469539845e-21,-5.262336199870849e-18,(-1.843476185401536e-20-3.7232857005084624e-20j)
1.432,3.9890264335507776e-21,-5.257039672108791e-18,(-7.426910996170254e-21-2.621280674928506e-20j)
1.433,3.988060504443802e-21,-5.265573677063905e-18,(-2.005201062116146e-20-1.7000520223619357e-20j)
1.434,3.987220137628316e-21,-5.261572733838797e-18,(-1.6632754356844682e-20-3.206107964738455e-20j)
1.435,3.985839295932911e-21,-5.264190279892851e-18,(-5.735786533231909e-21-3.06985888147977e-20j)
1.436,3.984810246529628e-21,-5.264293357515734e-18,(-1.485406778577332e-20-2.6280243659363725e-20j)
1.437,3.9832368296190506e-21,-5.264876504484957e-18,(-1.3121991555669011e-20-1.8861937882140186e-20j)
1.438,3.982226108712843e-21,-5.26686932314789e-18,(-1.9879633360518056e-20-4.1482678605870575e-20j)
1.439,3.981830692311232e-21,-5.267828187544126e-18,(-7.041922476469031e-21-2.0624568107320362e-20j)
1.44,3.980244517983481e-21,-5.269033221683751e-18,(-1.690292404122601e-20-2.0685235381494097e-20j)
1.441,3.979357816005733e-21,-5.268281451136611e-18,(-1.53717037961758e-20-3.5390593491095566e-20j)
1.442,3.977732179143715e-21,-5.270717287471659e-18,(-6.2592948433161116e-21-2.950759597112826e-20j)
1.443,3.976957904712917e-21,-5.273280203705573e-18,(-1.213457618231545e-20-4.2157263779555235e-20j)
1.444,3.97588633717032e-21,-5.273156362156533e-18,(-1.1101279594777206e-20-2.737764128990952e-20j)
1.445,3.9751537680828786e-21,-5.2725753029047256e-18,(-2.3133313894764426e-20-3.855200625170355e-20j)
1.446,3.9739685438896124e-21,-5.277046223990639e-18,(-9.563977368187848e-21-2.0244179280865446e-20j)
1.447,3.9731816321340025e-21,-5.274867251552701e-18,(-1.476143869079738e-20-2.6435616149299032e-20j)
1.448,3.971689924417069e-21,-5.277378645318502e-18,(-1.702667266605841e-20-2.848775351468574e-20j)
1.449,3.970744519918552e-21,-5.279331620331559e-18,(-2.3883144422053624e-20-2.0945081250627257e-20j)
1.45,3.9696347483334736e-21,-5.276198816787534e-18,(-4.061870634931244e-21-2.0129925178599783e-20j)
1.451,3.968559357066713e-21,-5.288106219514161e-18,(-1.684905435558544e-20-3.354247103081612e-20j)
1.452,3.967740821065106e-21,-5.2785603950891954e-18,(-1.5874122720281663e-20-3.233349743662182e-20j)
1.453,3.966692009517267e-21,-5.281881559220785e-18,(-1.8350909150590534e-20-2.8762992045036e-20j)
1.454,3.9659333525796656e-21,-5.285266009549483e-18,(-1.2763674075052972e-20-2.7486310701765903e-20j)
1.455,3.964352402026485e-21,-5.2902258927113225e-18,(-1.6932543188983442e-20-2.950957465258655e-20j)
1.456,3.963652674521428e-21,-5.289296120682507e-18,(6.754765713352669e-21-3.591221559258452e-20j)
1.457,3.9618791497668834e-21,-5.289912301907902e-18,(2.751486466814733e-20-3.726669821712545e-21j)
1.458,3.961878779751518e-21,-5.290573603242702e-18,(-1.3198909652334495e-20+6.700068617883443e-21j)
1.459,3.9607178903695086e-21,-5.289944248235523e-18,(-1.9332536201416448e-20-1.1024471421916742e-20j)
1.46,3.9598659907446294e-21,-5.292099443521227e-18,(-1.55028553820037e-20-2.983130290652161e-20j)
1.461,3.958330792222379e-21,-5.294523988020106e-18,(-1.2196899302096464e-20-3.620931071532898e-20j)
1.462,3.957739869338225e-21,-5.296014901474502e-18,(-4.534129641638107e-21-3.488885311860724e-20j)
1.463,3.957077867352791e-21,-5.3018114363095864e-18,(-1.2507704367887074e-20-2.6453270797976974e-20j)
1.464,3.9556433340247576e-21,-5.299814310448023e-18,(-1.8194149714442127e-20-3.6200615080002936e-20j)
1.465,3.9547966493995376e-21,-5.298686582133385e-18,(-1.848972834767456e-20-3.43930013696714e-20j)
1.466,3.9535725035863484e-21,-5.297596337232809e-18,(-1.6206170861543312e-20-3.114203154474441e-20j)
1.467,3.952764204082491e-21,-5.2987767407713644e-18,(-1.217625553596829e-20-2.374536743453663e-20j)
1.468,3.952051768143986e-21,-5.2977565567842796e-18,(-5.831602088017617e-21-3.064375038213602e-20j)
1.469,3.9502644285492165e-21,-5.301169730609729e-18,(-1.3898240850597735e-20-2.5587287325862718e-20j)
1.47,3.9492777411547755e-21,-5.3033030252498955e-18,(-1.3503745941836902e-20-3.1412537455308134e-20j)
1.471,3.94965333887781e-21,-5.308804048136724e-18,(-1.5481386485812467e-20-3.762523451656169e-20j)
1.472,3.947931103165928e-21,-5.3017112937311895e-18,(-1.0702856972938336e-20-3.4183439945130084e-20j)
1.473,3.947511024378863e-21,-5.305237987009241e-18,(-9.361348539257778e-21-3.462430734526493e-20j)
1.474,3.945713290226965e-21,-5.309966859256333e-18,(-1.441285853605038e-20-2.988600521599608e-20j)
1.475,3.944878793747666e-21,-5.30858815217311e-18,(-1.4378491273757642e-20-3.744483775723875e-20j)
1.476,3.944286651225377e-21,-5.311047040197963e-18,(-1.5120197700514035e-20-3.1213465840320613e-20j)
1.477,3.943496832494301e-21,-5.312054142277774e-18,(-6.966350911024069e-21-3.1908601532348136e-20j)
1.478,3.9426683446368936e-21,-5.3146437572436105e-18,(-1.0494312482817872e-20-4.337789276653475e-20j)
1.479,3.9412415075797805e-21,-5.314221921056077e-18,(-8.185490297902968e-21-3.4432905575734325e-20j)
1.48,3.940774913656046e-21,-5.314570725351456e-18,(-6.519600351795615e-21-4.1547950645533055e-20j)
1.481,3.940294692087372e-21,-5.309941351866286e-18,(-1.537543607564509e-20-3.8295967509547657e-20j)
1.482,3.939743840749572e-21,-5.317411348745521e-18,(-1.3888853534603943e-20-2.3085987750575267e-20j)
1.483,3.9378607734306044e-21,-5.311396267541913e-18,(-6.87680568826468e-21-3.671674666960059e-20j)
1.484,3.938277601692631e-21,-5.321209619181661e-18,(-9.759645117981458e-21-3.3982313078438483e-20j)
1.485,3.936022235473807e-21,-5.320247727599181e-18,(-2.0216874137137207e-21-2.975659991544439e-20j)
1.486,3.935943187883202e-21,-5.319547732773004e-18,(-2.886835230638533e-22-1.9866363876526494e-20j)
1.487,3.935283912557314e-21,-5.324066087675409e-18,(-1.404133665416279e-20-2.8629070920671655e-20j)
1.488,3.934840336204922e-21,-5.323400643255379e-18,(-9.278336411052666e-21-3.220472732302352e-20j)
1.489,3.934983628570999e-21,-5.3228157769730906e-18,(-2.5627257578151103e-22-2.712597822871205e-20j)
1.49,3.933443654177342e-21,-5.327177265613648e-18,(-2.165399189476675e-20-2.7649638629864927e-20j)
1.491,3.932256064066827e-21,-5.325016825145235e-18,(-8.822085160662777e-21-3.0413014162319064e-20j)
1.492,3.931119356536014e-21,-5.3322106061051955e-18,(-5.093550673690655e-21-3.2674427450507636e-20j)
1.493,3.931340782349269e-21,-5.3305850286763515e-18,(-4.7469774837352316e-21-2.9435611282591653e-20j)
1.494,3.929669336391094e-21,-5.328728871098324e-18,(-2.8048478019808467e-21-4.094589230579287e-20j)
1.495,3.9294713541448625e-21,-5.332679598004589e-18,(-7.921907550278883e-21-3.3830782744538005e-20j)
1.496,3.9288399094237525e-21,-5.331057447167998e-18,(-8.832089315869325e-21-2.851878318755216e-20j)
1.497,3.927912895156507e-21,-5.331690490426345e-18,(-9.485098379741377e-21-4.352571941606469e-20j)
1.498,3.9281551132201054e-21,-5.331462448763378e-18,(-5.245703670833928e-21-2.020927931406245e-20j)
1.499,3.9266998486784466e-21,-5.330604763591951e-18,(-1.5508024137131937e-20-3.509272595817592e-20j)
1.5,3.926075935440261e-21,-5.335750830328873e-18,(-5.4069723455371e-21-3.7083925833784045e-20j)
1.501,3.925432354586661e-21,-5.339121478030562e-18,(-2.80017969906884e-21-3.2345480821728964e-20j)
1.502,3.92508362821346e-21,-5.336938524800683e-18,(-4.1960455103158345e-22-3.283139489145554e-20j)
1.503,3.9242891179612555e-21,-5.344982686853201e-18,(-3.783693423125269e-21-2.978045726987852e-20j)
1.504,3.924086867165623e-21,-5.335657466089775e-18,(-4.510626565248073e-21-3.367416616699827e-20j)
1.505,3.923272079842776e-21,-5.335724973029795e-18,(-6.156563397168994e-22-3.165640888338149e-20j)
1.506,3.922539397667765e-21,-5.340428286643565e-18,(-2.432311908321339e-20-2.1050962838987782e-20j)
1.507,3.921475901241481e-21,-5.334980224837276e-18,(-5.946679267505447e-21-7.233693608625424e-21j)
1.508,3.923371026511291e-21,-5.338068457495786e-18,(7.382017793288181e-21-2.7566575964127627e-21j)
1.509,3.920827584721177e-21,-5.3406049866589174e-18,(1.2194311767919916e-20-2.1725316793052468e-20j)
1.51,3.920456590774518e-21,-5.343021836264123e-18,(-1.2434774105883077e-20-2.612830259412494e-20j)
